qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
1151.0,569.0833,367,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C3,D6,C4,C3,G2,G1
1152.0,569.5833,367,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C3,C6,C4,C3,G2,G1
1153.0,570.0833,368,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C3,E5,C4,C3,G2,G1
1154.0,570.5833,368,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C3,E5,C4,C3,G2,G1
1155.0,571.0833,368,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C3,E6,C4,C3,G2,G1
1156.0,571.5833,369,1.0,r,r,r,r,r,r,C4,C3,r,r,r,r,C3,D6,C4,C3,G2,G1
1158.0,572.5833,369,3.0,r,r,r,r,r,r,C4,C3,r,r,r,r,C3,F5,C4,C3,G2,G1
1159.0,573.0833,370,1.0,r,r,F5,A4,r,r,C4,C3,r,r,r,r,C3,F6,A5,C4,G2,G1
1162.0,574.5833,371,1.0,r,r,F5,A4,r,r,C4,C3,r,r,r,r,C3,F6,A5,C4,G2,G1
1165.0,576.0833,372,1.0,r,r,F5,A4,r,r,C4,C3,r,r,r,r,C3,F6,A5,C4,G2,G1
1168.0,577.5833,373,1.0,D6,B5,F5,B4,r,r,C4,C3,D4,G3,D5,G4,C3,F6,B5,D4,G2,G1
1171.0,579.0833,374,1.0,D6,B5,F5,B4,r,r,C4,C3,D4,G3,D5,G4,C3,F6,B5,D4,G2,G1
1174.0,580.5833,375,1.0,D6,B5,F5,B4,r,r,C4,C3,D4,G3,D5,G4,C3,F6,B5,D4,G2,G1
1177.0,582.0833,376,1.0,D6,B5,F5,B4,r,r,C4,C3,D4,G3,D5,G4,C3,F6,B5,D4,G2,G1
