qstamp_start,qstamp_end,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"D, A Timpani",Triangle,Cymbals,Bass Drum,Soprano solo,Alto solo,Tenor solo,Bass solo,Soprano,Alto,Tenor,Bass,Violin 1,Violin 2,Viola,Violoncello,Contrabass
3049.0,3057.0,,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,,,,,,,,,,,,,,,,,,,,,Main Part,P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3057.0,3063.0,,P8(Oboe 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 2),P6(D Horn 2)&P8(Soprano solo)&P6(Alto solo),,,P6(Bassoon 2)&P6(Soprano solo)&P8(Alto solo),,,,,,,,,,,,P8(Bassoon 2)&P6(D Horn 2)&P6(Alto solo),P6(Bassoon 2)&P8(D Horn 2)&P6(Soprano solo),,,,,,,Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3063.0,3071.0,,P8(Violoncello)&P8(Contrabass),,,,P6(Bb Clarinet 2),P6(Bb Clarinet 1),P6(Bassoon 2),P6(Bassoon 1),,,P8(Violin 1)&P8(Violin 2)&U(Viola),,,,,,,,,,,,Main Part,,P6(Bass solo),P6(Tenor solo),,,,,P8(D Horn 2)&P8(Violin 2)&P8(Viola),P8(D Horn 2)&P8(Violin 1)&P8(Viola),U(D Horn 2)&P8(Violin 1)&P8(Violin 2),P8(Flute 1)&P8(Contrabass),P8(Flute 1)&P8(Violoncello)
3071.0,3085.0,,P8(D Horn 1)&P8(Violoncello)&P8(Contrabass),,,,,,,,,P8(Flute 1)&P8(Violoncello)&P8(Contrabass),P8(Viola),,,,,,,,,,,,,,Main Part,,,,,,,,P8(D Horn 2),P8(Flute 1)&P8(D Horn 1)&P8(Contrabass),P8(Flute 1)&P8(D Horn 1)&P8(Violoncello)
3085.0,3095.0,,,,,P8(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2),,,,P8(Oboe 2)&P6(D Horn 1)&P6(D Horn 2),,P6(Oboe 2)&P6(Bassoon 2)&P8(D Horn 2),P6(Oboe 2)&P6(Bassoon 2)&P8(D Horn 1),,,,,,,,,,,,Main Part,,,,,,,,,,,,
3095.0,3103.0,,,,,,,P2(D Horn 1)&P2(D Horn 2)&P3(Bass solo),,,,P2(Bb Clarinet 2)&P8(D Horn 2)&P4(Bass solo),P2(Bb Clarinet 2)&P8(D Horn 1)&P4(Bass solo),,,,,,,,,,,,Main Part,,,P3(Bb Clarinet 2)&P4(D Horn 1)&P4(D Horn 2),,,,,,,,,
3103.0,3111.0,,,,,,U(D Horn 1)&P8(D Horn 2),,,,,U(Bb Clarinet 1)&P8(D Horn 2),P8(Bb Clarinet 1)&P8(D Horn 1),,,,,,,,,,,,Main Part,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
3111.0,3119.0,,,,,,,,,,,P8(D Horn 2)&P8(Tenor solo),P8(D Horn 1)&U(Tenor solo),,,,,,,,,,,,Main Part,,P8(D Horn 1)&U(D Horn 2),,,,,,,,,P8(Contrabass),P8(Violoncello)
3119.0,3126.0,,,,,,,,,,,P8(D Horn 2),P8(D Horn 1),,,,,,,,,,,,Main Part,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
3126.0,3135.0,,,,,,,,,,,P8(D Horn 2)&U(Alto solo),P8(D Horn 1)&P8(Alto solo),,,,,,,,,,,,Main Part,U(D Horn 1)&P8(D Horn 2),,,U(Alto)&P8(Tenor)&P8(Bass),U(Soprano)&P8(Tenor)&P8(Bass),P8(Soprano)&P8(Alto)&U(Bass),P8(Soprano)&P8(Alto)&U(Tenor),,,,P8(Contrabass),P8(Violoncello)
3135.0,3143.0,,,,P8(Bb Clarinet 1),,P8(Oboe 1),,P8(Bassoon 2),P8(Bassoon 1),,P8(D Horn 2),P8(D Horn 1),,,,,,,,,,,,Main Part,,,,U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Soprano)&P8(Tenor)&P8(Bass)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&P8(Violin 1)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),U(Soprano)&U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Soprano)&U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Soprano)&P8(Alto)&P8(Tenor)&P8(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3143.0,3151.0,,P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,P8(Flute 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1),,,,P8(D Horn 2),P8(D Horn 1),,,,,,,,,,,,Main Part,,,,U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Soprano)&P8(Tenor)&P8(Bass)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&P8(Violin 1)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),U(Soprano)&U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Soprano)&U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Soprano)&P8(Alto)&P8(Tenor)&P8(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3151.0,3159.0,,P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,P8(Flute 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1),U(Bassoon 2),U(Bassoon 1),,P8(D Horn 2)&P8(Bass solo),P8(D Horn 1)&P8(Bass solo),,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Trumpet 1)&P8(D Trumpet 2),,,,Main Part,,,P8(D Horn 1)&P8(D Horn 2),U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Soprano)&P8(Tenor)&P8(Bass)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&P8(Violin 1)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),U(Soprano)&U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Soprano)&U(Alto)&P8(Tenor)&P8(Bass)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Soprano)&P8(Alto)&U(Tenor)&U(Bass)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Soprano)&P8(Alto)&P8(Tenor)&P8(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3159.0,3167.0,,,,U(Bb Clarinet 1)&P8(Bassoon 1),P8(Bb Clarinet 2)&P8(Bassoon 2),U(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Oboe 1)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(Bb Clarinet 2),,"P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)",,,"P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,P3(Tenor solo),,P3(Soprano solo),,Main Part,P8(Main)&P8(Tenor)&P8(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Alto)&P8(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Alto)&P8(Tenor)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Alto)&P8(Tenor)&P8(Bass)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Alto)&P8(Tenor)&P8(Bass)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Alto)&P8(Tenor)&P8(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Alto)&P8(Tenor)&U(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Alto)&P8(Tenor)&P8(Bass)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3167.0,3175.0,,Main Part,P8(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,"P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)",,,"P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,,,,,P8(Alto)&P8(Tenor)&P8(Bass),P8(Soprano)&U(Tenor)&P8(Bass),P8(Soprano)&U(Alto)&P8(Bass),P8(Soprano)&P8(Alto)&P8(Tenor),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3175.0,3180.0,,Main Part,P8(Oboe 2)&P8(Bassoon 1),P8(Main)&U(Bb Clarinet 1),P8(Flute 2)&P8(Bassoon 1),P8(Main)&U(Oboe 1),P8(Bassoon 2),P8(Flute 2)&P8(Oboe 2),P8(Bb Clarinet 2),,,"P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)",,,"P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,,,,,P8(Alto)&P8(Tenor)&P3(Bass),P8(Soprano)&U(Tenor)&P3(Bass),P8(Soprano)&U(Alto)&P3(Bass),P3(Soprano)&P3(Alto)&P3(Tenor),,,,P8(Contrabass),P8(Violoncello)
3180.0,3195.0,,P8(Oboe 1)&P8(Main),,P8(Flute 1)&P8(Main),,,,P8(Bassoon 2)&P8(Bass),P8(Bassoon 1)&P8(Bass),,,,,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Trumpet 1)&P8(D Trumpet 2),,,,,,,,Main Part,P8(Tenor),P8(Alto),P8(Bassoon 1)&P8(Bassoon 2),P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
3195.0,3201.0,,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(D Horn 1)&P3(D Horn 2)&P8(Main)&P3(Alto)&P3(Tenor),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(D Horn 1)&P8(D Horn 2)&P3(Main)&P8(Alto)&P8(Tenor),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(D Horn 1)&P3(D Horn 2)&U(Main)&P3(Alto)&P3(Tenor),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(D Horn 1)&P8(D Horn 2)&P3(Main)&U(Alto)&P8(Tenor),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(D Horn 1)&P8(D Horn 2)&P3(Main)&U(Alto)&P8(Tenor),,P8(Bassoon 2)&U(Bass),P8(Bassoon 1)&P8(Bass),,P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(D Horn 2)&P8(Main)&P3(Alto)&P3(Tenor),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(D Horn 1)&P3(Main)&P8(Alto)&P8(Tenor),,,,,,,,,,,,,,,,Main Part,P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P3(D Horn 1)&P8(D Horn 2)&P3(Main)&P8(Tenor),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(D Horn 1)&P8(D Horn 2)&P3(Main)&P8(Alto),U(Bassoon 1)&P8(Bassoon 2),,,,P8(Contrabass),P8(Violoncello)
3201.0,3211.0,,P8(Oboe 1),P8(Oboe 2),P8(Flute 1),P8(Flute 2),,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,,,,,,,,Main Part,,,,,,,P8(Contrabass),P8(Violoncello)
3211.0,3227.0,,Main Part,,P8(Main),,P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2),P8(Bb Clarinet 1)&U(D Horn 1)&P8(D Horn 2),P8(Bassoon 2),P8(Bassoon 1),,P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(D Horn 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1),,,,,,,,,,,,,,,,P3(Tenor)&P4(Bass)&U(Violin 1)&P3(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,P3(Soprano)&P6(Bass)&P3(Violin 1)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P4(Soprano)&P6(Tenor)&P4(Violin 1)&P4(Viola)&U(Violoncello)&P8(Contrabass),U(Soprano)&P3(Tenor)&P4(Bass)&P3(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),P3(Soprano)&P3(Violin 1)&P3(Viola),P8(Soprano)&P3(Tenor)&P4(Bass)&P8(Violin 1)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),P4(Soprano)&P6(Tenor)&U(Bass)&P4(Violin 1)&P4(Viola)&P8(Contrabass),P4(Soprano)&P6(Tenor)&P8(Bass)&P4(Violin 1)&P4(Viola)&P8(Violoncello)
3227.0,3243.0,,Main Part,P8(Bb Clarinet 2),P8(Main)&P8(Bb Clarinet 1),,P8(Main)&P8(Oboe 1),P8(Flute 2),,,,P8(D Horn 2)&P8(Bass),P8(D Horn 1)&P8(Bass),,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Trumpet 1)&P8(D Trumpet 2),,,,,,,,,,,P8(D Horn 1)&P8(D Horn 2),,,,P8(Contrabass),P8(Violoncello)
3243.0,3255.0,,Main Part,P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2),,"P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)",,,"P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,,,,,P8(Alto)&P8(Tenor)&P8(Bass),P8(Soprano)&P8(Tenor)&P8(Bass),P8(Soprano)&P8(Alto)&P8(Bass),P8(Soprano)&P8(Alto)&P8(Tenor),U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3255.0,3264.0,,Main Part,P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Bb Clarinet 1),P8(Flute 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1),P8(Bassoon 2),P8(Flute 2)&P8(Oboe 2),P8(Bb Clarinet 2),,,"P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)",,,"P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,,,,,P8(Alto)&P8(Tenor)&P3(Bass),P8(Soprano)&U(Tenor)&P3(Bass),P8(Soprano)&U(Alto)&P3(Bass),P3(Soprano)&P3(Alto)&P3(Tenor),,,,P8(Contrabass),P8(Violoncello)
3264.0,3277.0,,Main Part,,P8(Main),,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,P8(D Trumpet 2),P8(D Trumpet 1),,,,,,,,P3(Alto solo)&P3(Tenor solo)&P3(Bass solo),P3(Soprano solo)&P5(Tenor solo)&P5(Bass solo),P3(Soprano solo)&P5(Alto solo)&P8(Bass solo),P3(Soprano solo)&P5(Alto solo)&P8(Tenor solo),P8(Alto)&P8(Tenor),P8(Soprano)&P8(Tenor),P8(Soprano)&P8(Alto),,P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
3277.0,3283.0,,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(D Horn 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(D Horn 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(D Horn 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 2),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 2)&U(D Horn 2),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(D Horn 2),,,P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2),,,,,,,,,,,,Main Part,P3(Main)&P5(Tenor solo)&P5(Bass solo),P3(Main)&P5(Alto solo)&P8(Bass solo),P3(Main)&P5(Alto solo)&P8(Tenor solo),P8(Alto)&P8(Tenor)&P8(Bass),P8(Soprano)&U(Tenor)&U(Bass),P8(Soprano)&U(Alto)&U(Bass),P8(Soprano)&U(Alto)&U(Tenor),U(Violin 2)&P8(Viola),U(Violin 1)&P8(Viola),P8(Violin 1)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
3283.0,3293.0,,,,,,P5(Bb Clarinet 2)&P8(Bassoon 1),P5(Bb Clarinet 1)&P5(Bassoon 1),P8(Bb Clarinet 1)&P5(Bb Clarinet 2),,,,,,,,,,,,,,,,Main Part,,,,P8(Alto)&P8(Tenor)&P8(Bass),P8(Soprano)&P8(Tenor)&P8(Bass),P8(Soprano)&P8(Alto)&U(Bass),P8(Soprano)&P8(Alto)&U(Tenor),,,,P8(Contrabass),P8(Violoncello)
3293.0,3311.5,,,,,,,,,,,,,,,,,,,,,,,,Main Part,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
3311.5,3328.0,,,,,,,,,,,,,,,,,,,,,,,,Main Part,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
3328.0,3330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
3330.0,3332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P8(Violin 2),P8(Violin 1),Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
