qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
945.0,949.0,,,U(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P3(C Horn 3)&P6(C Horn 4),U(Oboe 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P3(C Horn 3)&P6(C Horn 4),Main Part,P3(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P4(Bassoon 2)&U(C Horn 3)&P4(C Horn 4),P8(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 2)&P6(Bassoon 2)&P3(C Horn 3)&P6(C Horn 4),P6(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 2)&P6(Bassoon 1)&P4(C Horn 3)&U(C Horn 4),,,P3(Oboe 1)&P3(Oboe 2)&U(A Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P4(C Horn 4),P6(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&P4(C Horn 3),,,,P3(Violin 2)&P8(Viola)&P2(Violoncello),P3(Violin 1)&P3(Viola)&P4(Violoncello),P8(Violin 1)&P3(Violin 2)&P2(Violoncello),P2(Violin 1)&P4(Violin 2)&P2(Viola),
949.0,953.0,P3(Flute 2)&U(Oboe 1)&P2(Oboe 2)&P4(A Clarinet 1)&P8(A Clarinet 2),P3(Flute 1)&P3(Oboe 1)&P4(Oboe 2)&P2(A Clarinet 1)&P3(A Clarinet 2),U(Flute 1)&P3(Flute 2)&P2(Oboe 2)&P4(A Clarinet 1)&P8(A Clarinet 2),P2(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P5(A Clarinet 1)&P2(A Clarinet 2),P4(Flute 1)&P2(Flute 2)&P4(Oboe 1)&P5(Oboe 2)&P4(A Clarinet 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P4(A Clarinet 1),,,,,,,,,,Main Part,P3(Viola)&P4(Violoncello),P3(Violin 2)&P2(Violoncello),P4(Violin 2)&P2(Viola),
953.0,957.0,P3(Flute 2)&P2(Oboe 2)&P4(A Clarinet 1)&P8(A Clarinet 2)&P3(E Horn 1)&P2(E Horn 2),P3(Flute 1)&P4(Oboe 2)&P2(A Clarinet 1)&P3(A Clarinet 2)&P8(E Horn 1)&P4(E Horn 2),Main Part,P2(Flute 1)&P4(Flute 2)&P5(A Clarinet 1)&P2(A Clarinet 2)&P4(E Horn 1)&P8(E Horn 2),P4(Flute 1)&P2(Flute 2)&P5(Oboe 2)&P4(A Clarinet 2)&P2(E Horn 1)&P5(E Horn 2),P8(Flute 1)&P3(Flute 2)&P2(Oboe 2)&P4(A Clarinet 1)&P3(E Horn 1)&P2(E Horn 2),,,P3(Flute 1)&P8(Flute 2)&P4(Oboe 2)&P2(A Clarinet 1)&P3(A Clarinet 2)&P4(E Horn 2),P2(Flute 1)&P4(Flute 2)&P8(Oboe 2)&P5(A Clarinet 1)&P2(A Clarinet 2)&P4(E Horn 1),P8(C Horn 4)&P8(Violin 1)&P4(Violin 2)&P8(Viola)&P4(Violoncello),P8(C Horn 3)&P8(Violin 1)&P4(Violin 2)&P8(Viola)&P4(Violoncello),,,,P8(C Horn 3)&P8(C Horn 4)&P4(Violin 2)&P8(Viola)&P4(Violoncello),P4(C Horn 3)&P4(C Horn 4)&P4(Violin 1)&P4(Viola)&P8(Violoncello),P8(C Horn 3)&P8(C Horn 4)&P8(Violin 1)&P4(Violin 2)&P4(Violoncello),P4(C Horn 3)&P4(C Horn 4)&P4(Violin 1)&P8(Violin 2)&P4(Viola),
957.0,961.0,,,,,P3(A Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P3(E Horn 1)&P2(E Horn 2),P3(A Clarinet 1)&P2(Bassoon 1)&P4(Bassoon 2)&U(E Horn 1)&P4(E Horn 2),P4(A Clarinet 1)&P2(A Clarinet 2)&P5(Bassoon 2)&P2(E Horn 1)&P5(E Horn 2),P2(A Clarinet 1)&P4(A Clarinet 2)&P5(Bassoon 1)&P4(E Horn 1)&U(E Horn 2),P3(A Clarinet 1)&U(A Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(E Horn 2),P2(A Clarinet 1)&P4(A Clarinet 2)&P5(Bassoon 1)&U(Bassoon 2)&P4(E Horn 1),P8(C Horn 4)&P4(Violin 2)&P8(Viola)&P4(Violoncello),P8(C Horn 3)&P4(Violin 2)&P8(Viola)&P4(Violoncello),,,,Main Part,P4(C Horn 3)&P4(C Horn 4)&P4(Viola)&P8(Violoncello),P8(C Horn 3)&P8(C Horn 4)&P4(Violin 2)&P4(Violoncello),P4(C Horn 3)&P4(C Horn 4)&P8(Violin 2)&P4(Viola),
961.0,965.0,,,,,Main Part,P2(Bassoon 1)&P4(Bassoon 2)&U(E Horn 1)&P4(E Horn 2),P2(A Clarinet 2)&P5(Bassoon 2)&P2(E Horn 1)&P5(E Horn 2),P4(A Clarinet 2)&P5(Bassoon 1)&P4(E Horn 1)&U(E Horn 2),U(A Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(E Horn 2),P4(A Clarinet 2)&P5(Bassoon 1)&U(Bassoon 2)&P4(E Horn 1),P8(C Horn 4)&P2(Violin 1)&U(Violin 2)&P8(Viola)&P2(Violoncello),P8(C Horn 3)&P2(Violin 1)&P8(Violin 2)&P8(Viola)&P2(Violoncello),,,,P2(C Horn 3)&P2(C Horn 4)&P2(Violin 2)&P2(Viola)&P8(Violoncello),U(C Horn 3)&P8(C Horn 4)&P2(Violin 1)&P8(Viola)&P2(Violoncello),P8(C Horn 3)&P8(C Horn 4)&P2(Violin 1)&P8(Violin 2)&P2(Violoncello),P2(C Horn 3)&P2(C Horn 4)&P8(Violin 1)&P2(Violin 2)&P2(Viola),
965.0,969.0,,,,,,,,,,,P8(C Horn 4),P8(C Horn 3),,,,P8(Violoncello),,Main Part,P8(Violin 1),
969.0,983.0,,,P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),,,,,,,,P3(Violin 2)&P4(Viola),P3(Violin 1)&P6(Viola),P4(Violin 1)&P6(Violin 2),Main Part,
983.0,993.5,P3(Flute 2)&P3(E Horn 1)&P5(E Horn 2)&P8(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Contrabass),P3(Flute 1)&P8(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&U(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),Main Part,,P8(Main)&P8(A Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(A Clarinet 1)&P8(Bassoon 2),,P8(Main)&P8(A Clarinet 1)&P8(A Clarinet 2),P3(Flute 1)&P8(Flute 2)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),P5(Flute 1)&P3(Flute 2)&P3(E Horn 1)&P5(C Horn 3)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P5(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(E Horn 1)&P5(E Horn 2)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(E Horn 1)&P5(E Horn 2)&P8(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&U(Contrabass),P3(Flute 1)&U(Flute 2)&P8(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&U(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P8(E Horn 1)&P3(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),U(Viola),,U(Violin 1),P3(Flute 2)&P3(E Horn 1)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P3(E Horn 1)&P5(E Horn 2)&P8(C Horn 3)&U(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)
993.5,1007.0,P3(Flute 2)&P3(E Horn 1)&P8(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P3(Flute 1)&P8(E Horn 1)&P3(C Horn 3)&P3(C Horn 4)&U(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2),,P8(Oboe 1)&P8(A Clarinet 2)&P8(Bassoon 2),P8(Oboe 1)&P8(A Clarinet 1)&P8(Bassoon 2),,P8(Oboe 1)&P8(A Clarinet 1)&P8(A Clarinet 2),P3(Flute 1)&P8(Flute 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani),,P8(Flute 1)&P3(Flute 2)&P3(E Horn 1)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P3(E Horn 1)&P8(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P3(Flute 1)&U(Flute 2)&P8(E Horn 1)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2)&P8(Timpani),P3(Flute 1)&P8(Flute 2)&U(E Horn 1)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(Timpani),P3(Flute 1)&P8(Flute 2)&P8(E Horn 1)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2),Main Part,,,,
1007.0,1017.5,P3(Flute 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P3(Contrabass),P3(Flute 1)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Contrabass),Main Part,P8(Main)&U(A Clarinet 1)&P8(Bassoon 1),P8(Main)&U(Oboe 2)&P8(Bassoon 1),P8(Bassoon 2),P8(Main)&P8(Oboe 2)&P8(A Clarinet 1),P8(A Clarinet 2),P8(Flute 1)&P3(Flute 2)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(E Horn 1)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&U(Timpani)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2)&P8(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(Timpani)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(E Horn 1)&U(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P3(Contrabass),U(Viola)&P8(Violoncello),,U(Violin 1)&P8(Violoncello),P8(Violin 1)&P8(Viola),P3(Flute 1)&P8(Flute 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)
1017.5,1032.0,P3(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P3(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),U(Flute 1)&P3(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&U(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&U(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&U(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&U(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&U(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2),Main Part,,,,
1032.0,1049.0,,,,,,,,,,,,,,,,Main Part,P8(Main),,,
1049.0,1066.5,,,,,,,,,,,,,,,,Main Part,,,,
1066.5,1081.0,,,,,,,,,P8(E Horn 2),P8(E Horn 1),,,,,,Main Part,,,,
1081.0,1083.0,P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&P3(Main)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P5(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(E Horn 1)&P5(E Horn 2)&P3(C Horn 3)&P8(C Horn 4)&P5(Main)&P5(Violoncello)&P5(Contrabass),,,P3(Flute 1)&P5(Flute 2)&P3(A Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&U(C Horn 3)&P3(C Horn 4)&P3(Main)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2)&P5(E Horn 1)&P5(E Horn 2)&P3(C Horn 3)&U(C Horn 4)&P5(Main)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3)&P3(C Horn 4)&P3(Main)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P5(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P8(Main)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P5(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P3(C Horn 3)&P5(C Horn 4)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2)&P3(C Horn 4)&P3(Main)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P5(E Horn 1)&P5(E Horn 2)&P3(C Horn 3)&P5(Main)&P5(Violoncello)&P5(Contrabass),,,,Main Part,,,P3(Flute 1)&P5(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&U(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P8(Main)&P8(Contrabass),P3(Flute 1)&P5(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P5(C Horn 4)&P8(Main)&P8(Violoncello)
1083.0,1088.0,,,Main Part,,,,,,P8(E Horn 2),P8(E Horn 1),,P5(Violoncello)&P5(Contrabass),,,,,,,P5(C Horn 4)&P8(Contrabass),P5(C Horn 4)&P8(Violoncello)
1088.0,1092.0,U(Oboe 1),,U(Flute 1),,,,,,,,,,,,,,,Main Part,P8(Contrabass),P8(Violoncello)
1092.0,1096.0,,,U(Violin 2),,Main Part,,P8(Main),,,,,,,,,,U(Oboe 1),,P8(Contrabass),P8(Violoncello)
1096.0,1100.0,P8(Violin 1),,Main Part,,P8(Bassoon 1),,P8(A Clarinet 1),,,,,,,,,P8(Flute 1),,P8(Main),P8(Contrabass),P8(Violoncello)
1100.0,1105.0,Main Part,,P8(Viola),,P8(Main)&P8(Bassoon 1),,P8(Main)&P8(A Clarinet 1),,,,P8(C Horn 4),P8(C Horn 3),,,,,,P8(Oboe 1),P8(Contrabass),P8(Violoncello)
1105.0,1107.0,P8(A Clarinet 1)&P8(Bassoon 1),P8(A Clarinet 2)&P8(Bassoon 2),Main Part,,P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),,,P8(C Horn 4),P8(C Horn 3),,,,,,P8(Main),P8(Contrabass),P8(Violoncello)
1107.0,1109.0,Main Part,P8(A Clarinet 2)&P8(Bassoon 2),P8(Viola),,P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),,,P8(C Horn 4),P8(C Horn 3),,,,,,P8(Oboe 1),P8(Contrabass),P8(Violoncello)
1109.0,1111.0,P8(A Clarinet 1)&P8(Bassoon 1),P8(A Clarinet 2)&P8(Bassoon 2),Main Part,,P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),,,P8(C Horn 4),P8(C Horn 3),,,,,,P8(Main),P8(Contrabass),P8(Violoncello)
1111.0,1113.0,Main Part,P8(A Clarinet 2)&P8(Bassoon 2),P8(Viola),,P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),,,,,,,,,,P8(Oboe 1),P8(Contrabass),P8(Violoncello)
1113.0,1115.0,P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),Main Part,,P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),,,P3(C Horn 4),P3(C Horn 3),,,,,,P8(Main),P8(Contrabass),P8(Violoncello)
1115.0,1117.0,Main Part,P8(A Clarinet 2)&P8(Bassoon 2),P3(Oboe 2)&P8(Viola),P3(Oboe 1)&P3(Viola),P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),,,P3(C Horn 4),P3(C Horn 3),,,,,,P8(Oboe 1)&P3(Oboe 2),P8(Contrabass),P8(Violoncello)
1117.0,1119.0,P8(A Clarinet 1)&P8(Bassoon 1),P8(A Clarinet 2)&P8(Bassoon 2),Main Part,,P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),,,P3(C Horn 4),P3(C Horn 3),,,,,,P8(Main),P8(Contrabass),P8(Violoncello)
1119.0,1121.0,Main Part,P8(A Clarinet 2)&P8(Bassoon 2),P3(Oboe 2),P3(Oboe 1),P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2),,,P3(C Horn 4),P3(C Horn 3),,,,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1121.0,1129.0,,,,U(E Horn 1)&P3(E Horn 2)&P6(C Horn 3)&P6(C Horn 4),P3(A Clarinet 2),P3(A Clarinet 1),,,U(Oboe 2)&P3(E Horn 2)&P6(C Horn 3)&P6(C Horn 4),P3(Oboe 2)&P3(E Horn 1)&P4(C Horn 3)&P4(C Horn 4),P6(Oboe 2)&P6(E Horn 1)&P4(E Horn 2)&U(C Horn 4),P6(Oboe 2)&P6(E Horn 1)&P4(E Horn 2)&U(C Horn 3),,,,Main Part,P8(Main),,,
1129.0,1138.5,,,,,P3(A Clarinet 2),P3(A Clarinet 1),,,P3(E Horn 2),P3(E Horn 1),U(C Horn 4),U(C Horn 3),,,,Main Part,,,,
1138.5,1154.0,,,,,,,,,,,P8(C Horn 4),P8(C Horn 3),,,,Main Part,,,,
1154.0,1170.0,,,,,,,,,P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4),P8(E Horn 1)&P3(C Horn 3)&P3(C Horn 4),P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 4),P3(E Horn 1)&P3(E Horn 2)&P8(C Horn 3),,,,Main Part,P8(Main),,,
1170.0,1185.0,,,,,,,,P8(Contrabass),P8(E Horn 2),P8(E Horn 1),,,P8(E Trumpet 2),P8(E Trumpet 1),,Main Part,P8(Main),,,P8(Bassoon 2)
